"type","system","term_ja","term_en","aliases","description_ja","description_en","url","source"
"ui-element","UTOL","設問タイトル","","","アンケートの設問のタイトルを入力する項目．","","/utol/lecturers/surveys/create/#question_settings","src/pages/utol/lecturers/surveys/create.mdx"
"ui-element","UTOL","設問の末尾","","","アンケートの分岐設定で選べる移動先の一つ．この設問をアンケートの最後の設問にする．","","/utol/lecturers/surveys/create/#question_settings","src/pages/utol/lecturers/surveys/create.mdx"
"ui-element","UTOL","設問形式","","","アンケートの設問で選択する形式（単一選択・複数選択・テキストなど）を指定する項目．","","/utol/lecturers/surveys/create/#question_settings","src/pages/utol/lecturers/surveys/create.mdx"
"ui-element","UTOL","設問作成","Create a New Question","","テスト・アンケートの新規登録画面下部にある欄で，「新規作成」から設問を追加する．","A section at the bottom of the quiz/survey registration screen where questions are added via ""Create New"".","/utol/lecturers/quizzes/create/#create_problem","src/pages/utol/lecturers/quizzes/create.mdx"
"ui-element","UTOL","設問内容","Contents","","テスト・アンケートの設問で，問題文（設問の説明）を入力する項目．マークアップ機能に対応する．","A field for entering the question text (question description) of a quiz or survey question; supports the markup function.","/utol/lecturers/quizzes/create/#create_problem","src/pages/utol/lecturers/quizzes/create.mdx"
"ui-element","UTOL","選択したユーザグループ","Selected user group","選択したユーザーグループ","公開対象の選択肢の一つ．事前に作成したユーザグループを対象に公開する．","A publication-target option that publishes content to pre-created user groups.","/utol/lecturers/settings/user_groups/","src/pages/utol/lecturers/assignments/index.mdx"
"ui-element","UTOL","前へ","Prev","","提出状況や評価画面で前の履修者に移動するボタン．","A button to move to the previous student on the submission-status or evaluation screen.","/utol/lecturers/assignments/","src/pages/utol/lecturers/assignments/index.mdx"
"ui-element","UTOL","前回のミーティング","Previous Meetings","","過去にコースで利用したZoomミーティングを表示するタブ．レポートで参加者を確認できる．","A tab showing past Zoom meetings used in the course; participants can be checked via the report.","/utol/lecturers/integrations/zoom/","src/pages/utol/lecturers/integrations/zoom/index.mdx"
"ui-element","UTOL","全コンテンツ削除","Delete All Contents","","子コースをコースグループに登録する前に，そのコースのコンテンツをすべて削除する操作項目．","An operation item to delete all of a course's content before registering it as a secondary course in a course group.","/utol/lecturers/settings/course_group/","src/pages/utol/lecturers/settings/course_group/index.md"
"ui-element","UTOL","全体提出状況確認","Check all submission status","","コース内のテストやアンケートの提出状況を全員分まとめて確認する画面へ進むボタン．","A button that opens the screen for checking all students' submission status for quizzes or surveys in the course.","/utol/lecturers/quizzes/grade_and_evaluate/","src/pages/utol/lecturers/quizzes/grade_and_evaluate.md"
"ui-element","UTOL","全履修者の提出物確認","Check submission of the all enrolled students","","すべての課題の提出状況を全履修者について一覧確認する画面へ進むボタン．","A button that opens the screen for checking all students' submission status across all assignments.","/utol/lecturers/assignments/","src/pages/utol/lecturers/assignments/index.mdx"
"ui-element","UTOL","操作","Actions","","各コンテンツの右側にある操作メニューの列．編集・削除・提出状況確認などの項目を開く．","The Actions column on the right of each content item, opening options such as edit, delete, and check submission status.","/utol/lecturers/assignments/","src/pages/utol/lecturers/assignments/index.mdx"
"ui-element","UTOL","総数（棒グラフ）","","","アンケートの表・グラフ表示の選択肢の一つ．回答数の表に加え，回答者数を棒グラフで表示する．","","/utol/lecturers/surveys/create/#question_settings","src/pages/utol/lecturers/surveys/create.mdx"
"ui-element","UTOL","送信","Send","","出席パスワードを入力した後に押して出席を確定するボタン．","The button pressed to confirm attendance after entering the attendance password.","/utol/students/","src/pages/utol/students/index.mdx;src/pages/utol/lecturers/forums/index.mdx"
"ui-element","UTOL","送信可能日時","Available date and time for submission","登録期間","学生がUTOL上で出席送信できる時間の範囲を指定する出席管理の設定項目．","An attendance-management setting specifying the time range during which students can submit attendance on UTOL.","/utol/lecturers/attendances/","src/pages/utol/lecturers/attendances/index.mdx"
"ui-element","UTOL","即時転送","Instant transfer","即時通知","更新通知の送信頻度の選択肢の一つ．更新のたびに即座に通知を送信する．LINEでは一部の種類で選べない．","An update-notification frequency option that sends a notification immediately on each update; unavailable for some types on LINE.","/utol/notification/","src/pages/utol/notification/index.mdx"
"ui-element","UTOL","太字","Bold","","マークアップ機能で文字を太くする書式．","A markup format that makes text bold.","/utol/markup/","src/pages/utol/markup/index.mdx"
"ui-element","UTOL","対象","","","アンケートを見たり回答したりできる人を限定する設定項目．","","/utol/lecturers/surveys/create/#general_settings","src/pages/utol/lecturers/surveys/create.mdx"
"ui-element","UTOL","待ち時間スキップ","Skip the waiting time","","受験シミュレーションで，解答待ち時間があるテストの待ち時間をなくして「受験する」を表示させるボタン．","A button in the test simulation that eliminates the answer waiting time and displays ""Take Quizzes"".","/utol/lecturers/quizzes/create/#simulation","src/pages/utol/lecturers/quizzes/create.mdx"
